beneficiary_id,employed,employment_type,employer_name,job_role,salary_monthly,employment_date,job_duration_months
5353,True,Self,Flipkart,Operator,17069.73,2023-03-23,19
109,True,Wage,Infosys,Driver,13134.37,2023-04-04,11
8149,True,Self,Local Shop,Operator,21393.57,2023-03-22,22
9963,True,Self,Flipkart,Operator,14219.34,2023-03-21,8
3583,True,Wage,Infosys,Associate,21779.7,2023-02-04,13
1920,True,Self,TCS,Analyst,22659.17,2023-04-25,18
9152,True,Self,Local Shop,Associate,11707.27,2023-04-25,11
6469,True,Wage,Amazon,Driver,11070.81,2023-05-09,12
2766,True,Self,Infosys,Associate,24533.64,2023-03-29,21
2241,True,Self,Amazon,Driver,20212.32,2023-02-26,20
3246,True,Self,Local Shop,Operator,19378.14,2023-01-28,22
9024,True,Wage,Flipkart,Associate,19991.74,2023-05-08,22
9958,True,Wage,TCS,Driver,22396.25,2023-02-13,17
7890,True,Self,Infosys,Analyst,21610.97,2023-01-21,19
2138,True,Self,Flipkart,Associate,15076.46,2023-01-04,11
3438,True,Self,Infosys,Associate,24771.5,2023-04-02,20
6713,True,Self,Local Shop,Analyst,19489.54,2023-01-22,18
4052,True,Wage,Local Shop,Associate,16563.38,2023-05-31,18
2033,True,Self,Flipkart,Operator,22502.5,2023-03-07,17
7865,True,Self,Amazon,Driver,19274.76,2023-03-19,15
8402,True,Self,Local Shop,Operator,12066.21,2023-03-02,12
9181,True,Self,TCS,Analyst,17756.77,2023-03-15,14
934,True,Wage,Infosys,Associate,22692.3,2023-02-04,23
8305,True,Self,Amazon,Analyst,12342.06,2023-05-03,13
9108,True,Self,Amazon,Driver,19153.62,2023-02-04,24
2091,True,Self,Flipkart,Driver,14412.25,2023-01-09,13
9618,True,Wage,TCS,Operator,20089.45,2023-05-20,10
908,True,Self,Infosys,Operator,15495.4,2023-04-29,9
797,True,Self,Amazon,Operator,23234.68,2023-01-10,11
5793,True,Wage,TCS,Driver,13840.96,2023-05-30,18
2389,True,Self,Amazon,Analyst,11313.06,2023-02-18,24
2568,True,Wage,Flipkart,Driver,16908.83,2023-02-14,23
3849,True,Self,Flipkart,Driver,16920.31,2023-05-07,12
8385,True,Wage,TCS,Analyst,16421.86,2023-02-19,24
2611,True,Wage,Local Shop,Associate,18855.86,2023-01-13,17
4821,True,Wage,Flipkart,Driver,24341.65,2023-05-05,24
9609,True,Self,TCS,Driver,10339.05,2023-01-12,14
2632,True,Wage,Flipkart,Associate,12157.1,2023-01-16,6
6097,True,Wage,Amazon,Driver,17112.21,2023-03-30,24
6867,True,Self,Flipkart,Driver,20951.33,2023-02-20,17
3192,True,Wage,Local Shop,Associate,16904.08,2023-03-22,7
7533,True,Wage,Infosys,Operator,13143.71,2023-05-07,21
4150,True,Wage,TCS,Operator,14919.8,2023-04-23,13
7915,True,Self,Infosys,Operator,11741.32,2023-03-07,6
6647,True,Self,Infosys,Analyst,12227.24,2023-03-06,6
2309,True,Wage,TCS,Associate,16181.51,2023-03-24,9
7097,True,Self,Infosys,Analyst,13440.49,2023-05-22,15
6854,True,Self,Local Shop,Analyst,23307.63,2023-03-04,23
1101,True,Self,Flipkart,Operator,19754.68,2023-05-03,14
9388,True,Wage,Flipkart,Analyst,12695.98,2023-05-14,20
4911,True,Self,Infosys,Driver,14250.23,2023-04-24,20
9606,True,Self,Infosys,Driver,10417.96,2023-01-14,6
8170,True,Self,Flipkart,Operator,18200.16,2023-03-17,21
9635,True,Wage,Amazon,Analyst,23817.74,2023-05-04,20
8080,True,Wage,TCS,Associate,12050.43,2023-03-23,7
3179,True,Self,Infosys,Operator,21041.05,2023-02-21,20
7542,True,Wage,Local Shop,Analyst,14286.52,2023-03-27,14
1107,True,Self,TCS,Analyst,15413.69,2023-04-26,12
1580,True,Wage,Infosys,Driver,19456.94,2023-02-05,22
6259,True,Self,Flipkart,Driver,19250.44,2023-05-05,19
1197,True,Self,Infosys,Analyst,14683.39,2023-03-13,22
9446,True,Self,Local Shop,Associate,21559.44,2023-05-22,10
4196,True,Wage,Local Shop,Operator,16322.56,2023-02-15,21
1952,True,Wage,TCS,Associate,19946.69,2023-01-26,11
3995,True,Self,Local Shop,Associate,10358.96,2023-01-16,24
5970,True,Self,Local Shop,Associate,14307.14,2023-02-15,22
2540,True,Wage,Flipkart,Associate,18272.84,2023-05-26,18
7336,True,Wage,Amazon,Driver,10066.56,2023-03-25,6
9166,True,Wage,Flipkart,Driver,19489.67,2023-04-15,15
294,True,Wage,Amazon,Associate,14991.1,2023-03-31,7
7794,True,Self,Flipkart,Operator,18753.26,2023-05-06,21
8333,True,Self,Amazon,Analyst,14453.83,2023-01-03,9
136,True,Self,Flipkart,Operator,19702.33,2023-03-26,24
3494,True,Wage,TCS,Analyst,22966.41,2023-04-09,22
3001,True,Wage,Local Shop,Operator,23656.68,2023-04-03,14
4637,True,Self,Flipkart,Driver,10491.02,2023-04-27,13
114,True,Self,TCS,Associate,22814.69,2023-02-17,21
7925,True,Self,Amazon,Analyst,21124.49,2023-03-16,19
1790,True,Wage,TCS,Analyst,16454.7,2023-02-23,17
6865,True,Self,TCS,Analyst,18034.0,2023-03-14,12
3042,True,Wage,TCS,Driver,21842.01,2023-04-11,21
3923,True,Wage,Infosys,Operator,22066.88,2023-02-19,22
4492,True,Self,Infosys,Associate,11636.65,2023-03-28,17
8121,True,Self,Amazon,Associate,22035.5,2023-02-22,15
5543,True,Self,TCS,Analyst,16837.44,2023-03-03,12
9695,True,Self,Infosys,Associate,14862.63,2023-02-10,10
332,True,Self,Infosys,Driver,14542.35,2023-01-18,13
85,True,Self,Flipkart,Analyst,16164.03,2023-05-23,11
2425,True,Self,Infosys,Driver,24522.12,2023-02-02,7
1511,True,Self,Flipkart,Operator,16999.93,2023-02-17,7
9246,True,Wage,Flipkart,Operator,18261.02,2023-04-09,9
7084,True,Wage,Flipkart,Analyst,18324.41,2023-05-01,6
8820,True,Wage,Amazon,Analyst,12381.74,2023-02-02,11
2701,True,Wage,TCS,Driver,21114.6,2023-03-12,18
9306,True,Self,TCS,Driver,16247.1,2023-02-10,14
248,True,Self,Flipkart,Driver,10976.72,2023-02-07,23
6900,True,Wage,Infosys,Driver,14083.1,2023-05-31,22
912,True,Self,Flipkart,Analyst,13577.91,2023-04-10,14
1266,True,Wage,Infosys,Analyst,14174.17,2023-03-19,18
6388,True,Wage,TCS,Associate,20747.81,2023-04-14,24
413,True,Self,Local Shop,Operator,16494.82,2023-03-16,14
7847,True,Self,Infosys,Associate,20109.86,2023-03-22,20
2190,True,Self,Flipkart,Driver,14682.72,2023-04-13,22
2956,True,Self,Flipkart,Driver,19146.07,2023-01-26,17
3414,True,Wage,Local Shop,Operator,24879.47,2023-02-05,14
8411,True,Self,Infosys,Operator,24733.9,2023-05-01,10
7314,True,Self,Infosys,Driver,18989.02,2023-04-16,14
603,True,Self,Amazon,Driver,10100.4,2023-05-10,17
5538,True,Wage,Local Shop,Operator,12286.24,2023-01-10,24
2346,True,Wage,Flipkart,Associate,18924.62,2023-01-29,12
666,True,Wage,Local Shop,Analyst,12863.76,2023-05-30,24
8388,True,Wage,TCS,Driver,23151.03,2023-01-01,11
1743,True,Wage,Flipkart,Operator,17736.93,2023-01-01,15
1889,True,Self,Amazon,Analyst,23271.31,2023-04-19,18
5050,True,Wage,Infosys,Driver,17987.42,2023-03-11,19
829,True,Wage,Amazon,Driver,10460.72,2023-02-24,8
9973,True,Self,Amazon,Analyst,21579.22,2023-02-03,16
1507,True,Self,Flipkart,Analyst,12228.0,2023-02-26,23
7357,True,Wage,Flipkart,Associate,14720.35,2023-02-15,14
1456,True,Self,Flipkart,Associate,14864.57,2023-05-15,7
977,True,Self,Infosys,Analyst,23273.01,2023-03-18,20
1879,True,Self,Flipkart,Associate,23048.82,2023-05-04,21
2977,True,Wage,Amazon,Operator,11234.59,2023-01-03,18
6860,True,Self,Local Shop,Operator,20403.3,2023-05-23,9
7192,True,Wage,Local Shop,Operator,15156.58,2023-05-20,23
6528,True,Wage,Infosys,Operator,22050.93,2023-01-21,19
1194,True,Wage,Amazon,Operator,16752.73,2023-05-18,19
9314,True,Self,TCS,Operator,16193.64,2023-05-14,8
2712,True,Wage,TCS,Driver,15741.97,2023-02-06,15
3129,True,Wage,Amazon,Driver,14702.24,2023-03-18,8
1409,True,Wage,Amazon,Associate,17865.17,2023-05-02,21
249,True,Self,TCS,Analyst,22541.21,2023-04-24,24
3375,True,Wage,Amazon,Operator,24746.6,2023-05-11,13
1612,True,Wage,Flipkart,Driver,13326.97,2023-02-28,11
3372,True,Self,Flipkart,Associate,24276.83,2023-05-26,8
9966,True,Self,TCS,Driver,13110.99,2023-05-06,12
227,True,Wage,Flipkart,Driver,17395.83,2023-03-11,8
3965,True,Wage,Local Shop,Operator,17618.63,2023-01-18,16
5254,True,Self,TCS,Driver,10934.67,2023-05-12,16
7902,True,Wage,Flipkart,Driver,17391.77,2023-01-03,11
5111,True,Wage,Infosys,Operator,11633.74,2023-03-24,8
1883,True,Wage,Infosys,Associate,16109.92,2023-01-07,23
3002,True,Self,Flipkart,Associate,17143.02,2023-05-24,20
3510,True,Self,Flipkart,Analyst,18106.6,2023-04-20,19
9049,True,Wage,TCS,Analyst,15421.67,2023-01-10,16
9362,True,Self,TCS,Associate,11352.01,2023-04-27,19
8142,True,Self,Local Shop,Analyst,19494.15,2023-04-10,24
7320,True,Self,Amazon,Driver,24766.29,2023-04-09,22
16,True,Self,Infosys,Operator,22489.33,2023-05-09,20
7982,True,Self,Local Shop,Analyst,21573.25,2023-01-06,21
3708,True,Wage,Amazon,Analyst,10096.01,2023-04-21,21
3839,True,Self,TCS,Operator,24814.21,2023-01-18,24
9275,True,Self,Flipkart,Analyst,11053.59,2023-02-25,17
1231,True,Self,Local Shop,Operator,15621.43,2023-02-13,17
9075,True,Self,Infosys,Operator,22534.75,2023-02-17,22
8026,True,Self,Amazon,Operator,14149.78,2023-05-01,12
2275,True,Wage,Local Shop,Analyst,13040.54,2023-03-01,15
1156,True,Self,Flipkart,Driver,17229.82,2023-01-24,16
4055,True,Wage,Flipkart,Driver,14612.98,2023-02-27,17
1808,True,Wage,Flipkart,Analyst,20654.07,2023-05-07,7
664,True,Self,Infosys,Analyst,18464.94,2023-02-18,8
3599,True,Self,Amazon,Associate,10039.14,2023-02-26,12
1523,True,Wage,TCS,Associate,21923.24,2023-01-07,19
6281,True,Self,Amazon,Analyst,14311.4,2023-05-17,8
3180,True,Wage,Local Shop,Associate,16694.9,2023-02-03,7
386,True,Wage,Amazon,Driver,24703.23,2023-04-01,24
4647,True,Self,Flipkart,Driver,14292.0,2023-04-03,7
895,True,Wage,Amazon,Analyst,12784.85,2023-04-24,22
8216,True,Wage,Infosys,Operator,21029.15,2023-03-01,12
6929,True,Self,Local Shop,Associate,14870.79,2023-05-24,8
9150,True,Self,Local Shop,Driver,13637.78,2023-01-31,24
9741,True,Wage,Local Shop,Driver,18830.27,2023-04-28,7
4019,True,Self,Amazon,Associate,10562.18,2023-01-08,19
6582,True,Self,Flipkart,Analyst,20358.5,2023-01-03,13
9392,True,Wage,Infosys,Associate,12707.87,2023-05-01,22
5165,True,Self,Infosys,Associate,11679.67,2023-02-15,8
5578,True,Wage,Local Shop,Operator,20573.85,2023-03-10,23
7017,True,Self,Amazon,Analyst,14080.88,2023-05-11,6
3181,True,Self,Flipkart,Analyst,12521.71,2023-01-18,6
4503,True,Self,Flipkart,Analyst,23822.53,2023-03-11,15
4279,True,Wage,Flipkart,Operator,20411.78,2023-01-03,24
612,True,Wage,Flipkart,Operator,22516.63,2023-04-08,7
7188,True,Self,TCS,Driver,16618.08,2023-04-10,10
8253,True,Wage,Flipkart,Associate,22023.47,2023-03-04,18
5334,True,Self,Amazon,Associate,12769.07,2023-03-09,18
6870,True,Self,TCS,Associate,22559.3,2023-05-15,21
1771,True,Self,Infosys,Operator,23859.37,2023-04-21,9
4089,True,Wage,Amazon,Analyst,23357.32,2023-04-07,13
9257,True,Self,Local Shop,Operator,18156.79,2023-04-10,12
2552,True,Wage,Flipkart,Driver,11784.91,2023-03-16,20
9710,True,Self,TCS,Driver,19846.65,2023-03-14,20
1286,True,Self,Local Shop,Associate,13515.35,2023-03-15,10
8344,True,Self,TCS,Analyst,20858.93,2023-05-08,19
2176,True,Self,TCS,Operator,16132.0,2023-05-22,12
7008,True,Self,Infosys,Operator,21997.88,2023-03-19,8
3454,True,Self,Flipkart,Driver,13891.52,2023-04-25,18
671,True,Self,Infosys,Analyst,18025.61,2023-02-22,22
3096,True,Wage,Infosys,Analyst,20607.87,2023-03-13,7
5554,True,Self,Infosys,Operator,18305.13,2023-05-27,15
4255,True,Wage,Flipkart,Operator,15980.51,2023-03-09,20
87,True,Wage,Local Shop,Driver,24059.38,2023-05-03,14
1776,True,Self,TCS,Driver,15825.8,2023-01-31,22
2539,True,Wage,TCS,Driver,23005.61,2023-05-16,7
3743,True,Self,TCS,Driver,16413.62,2023-01-19,8
7119,True,Self,Infosys,Driver,19023.21,2023-02-12,16
1596,True,Self,Infosys,Associate,16052.0,2023-04-10,21
6952,True,Wage,TCS,Driver,22669.06,2023-04-29,13
6458,True,Self,Flipkart,Associate,23863.71,2023-04-05,17
616,True,Wage,TCS,Associate,18935.04,2023-02-25,9
9305,True,Wage,Flipkart,Associate,21347.21,2023-05-17,6
9174,True,Self,TCS,Operator,23319.86,2023-03-13,10
4091,True,Wage,Local Shop,Analyst,16964.11,2023-04-22,16
7389,True,Self,TCS,Operator,14105.23,2023-03-22,7
234,True,Wage,Amazon,Analyst,21605.92,2023-03-05,22
5121,True,Self,Infosys,Operator,23504.89,2023-02-24,20
8207,True,Self,TCS,Operator,13050.57,2023-04-01,11
9939,True,Self,Amazon,Analyst,10878.08,2023-05-05,6
1509,True,Wage,Amazon,Driver,15659.65,2023-05-06,17
5541,True,Self,Infosys,Analyst,21927.33,2023-03-05,20
6858,True,Wage,Local Shop,Operator,19321.59,2023-05-25,17
5441,True,Wage,Infosys,Operator,24225.32,2023-02-13,18
3265,True,Wage,Amazon,Analyst,24886.86,2023-05-31,21
9237,True,Wage,TCS,Operator,22854.53,2023-04-26,7
2250,True,Self,Infosys,Associate,15536.87,2023-04-14,9
9561,True,Wage,Flipkart,Associate,17987.21,2023-02-02,14
4846,True,Wage,Local Shop,Operator,16946.21,2023-05-21,8
9229,True,Wage,Local Shop,Driver,21945.29,2023-05-08,8
5424,True,Wage,Infosys,Driver,18676.28,2023-05-12,6
7963,True,Wage,TCS,Operator,21827.21,2023-05-30,7
7822,True,Self,Flipkart,Analyst,13121.57,2023-04-22,18
5562,True,Self,Infosys,Operator,20737.75,2023-03-12,11
110,True,Wage,TCS,Driver,22871.78,2023-05-29,24
1838,True,Self,Local Shop,Driver,10949.03,2023-04-13,7
4199,True,Wage,Amazon,Associate,12524.1,2023-01-28,23
4398,True,Wage,Infosys,Analyst,14310.56,2023-05-09,10
2023,True,Wage,Local Shop,Driver,10711.24,2023-01-26,24
6741,True,Self,TCS,Driver,22631.34,2023-05-11,13
3624,True,Self,Infosys,Operator,17128.91,2023-03-24,18
634,True,Wage,Local Shop,Analyst,14373.51,2023-04-22,22
7371,True,Wage,TCS,Operator,13741.69,2023-04-06,15
8085,True,Self,Local Shop,Analyst,22432.7,2023-01-21,15
1283,True,Self,Amazon,Driver,19042.97,2023-05-21,18
9063,True,Self,Amazon,Analyst,20400.02,2023-03-05,12
3253,True,Self,TCS,Associate,12723.34,2023-05-08,20
2836,True,Wage,Flipkart,Driver,16607.2,2023-01-06,23
1936,True,Self,TCS,Associate,12603.66,2023-03-27,24
2743,True,Self,Local Shop,Associate,24709.82,2023-03-28,6
8671,True,Self,Amazon,Analyst,20259.65,2023-03-21,8
5914,True,Wage,TCS,Analyst,11912.97,2023-02-28,8
627,True,Wage,TCS,Driver,17957.91,2023-02-26,14
2282,True,Self,TCS,Driver,11414.15,2023-04-20,14
4468,True,Self,Local Shop,Associate,22943.98,2023-04-17,11
8854,True,Self,Infosys,Driver,18896.5,2023-01-17,10
8288,True,Self,TCS,Operator,22045.02,2023-03-28,10
8179,True,Self,Infosys,Associate,12351.35,2023-03-20,6
3345,True,Wage,Flipkart,Associate,17400.2,2023-03-14,22
7921,True,Self,Infosys,Driver,22189.16,2023-04-22,8
3031,True,Wage,Local Shop,Operator,14771.84,2023-05-10,22
2424,True,Self,TCS,Driver,12488.91,2023-01-29,10
7501,True,Wage,Local Shop,Operator,15168.94,2023-04-24,12
7759,True,Wage,Local Shop,Driver,16846.23,2023-01-28,14
699,True,Wage,Flipkart,Driver,24519.59,2023-04-23,22
1506,True,Self,Flipkart,Associate,20646.54,2023-04-13,20
5324,True,Self,TCS,Operator,21258.22,2023-01-24,12
5953,True,Self,Flipkart,Associate,13454.39,2023-03-01,18
9684,True,Self,Infosys,Associate,22308.91,2023-04-27,10
873,True,Self,Flipkart,Operator,13916.83,2023-04-27,18
8896,True,Self,Local Shop,Operator,13409.42,2023-01-31,9
3269,True,Self,Flipkart,Driver,15091.88,2023-05-14,9
9745,True,Wage,Amazon,Operator,21219.67,2023-05-19,24
6940,True,Wage,Amazon,Operator,12029.53,2023-03-18,13
9268,True,Wage,Infosys,Operator,23060.53,2023-01-25,18
3732,True,Self,Local Shop,Associate,14857.92,2023-01-13,6
525,True,Wage,Flipkart,Associate,10226.57,2023-01-19,24
1701,True,Wage,Amazon,Driver,19189.72,2023-03-07,11
9727,True,Wage,Amazon,Operator,24093.0,2023-05-01,9
7186,True,Self,Infosys,Analyst,14598.55,2023-05-08,7
8016,True,Self,Local Shop,Operator,10888.99,2023-05-24,22
2092,True,Self,Amazon,Associate,24749.42,2023-01-17,6
405,True,Self,Infosys,Operator,21147.27,2023-04-12,14
8246,True,Wage,Infosys,Analyst,14958.86,2023-04-14,23
70,True,Wage,Amazon,Operator,12451.1,2023-04-29,24
6353,True,Self,Local Shop,Driver,21560.6,2023-02-03,13
4424,True,Wage,TCS,Associate,12000.86,2023-01-29,15
2680,True,Wage,Infosys,Analyst,12292.74,2023-05-13,8
7898,True,Wage,Amazon,Analyst,14389.66,2023-02-13,22
1597,True,Self,Local Shop,Driver,10024.9,2023-02-07,6
6238,True,Self,Infosys,Analyst,11310.23,2023-05-04,15
9643,True,Self,TCS,Operator,22533.85,2023-04-19,22
2520,True,Wage,TCS,Analyst,14937.66,2023-04-15,21
8396,True,Self,TCS,Driver,20372.78,2023-05-14,13
1967,True,Wage,TCS,Driver,12440.4,2023-03-02,11
3660,True,Wage,TCS,Associate,17304.16,2023-05-11,8
6330,True,Wage,TCS,Driver,14516.35,2023-01-01,14
795,True,Wage,Amazon,Analyst,17210.77,2023-05-25,23
5248,True,Wage,Amazon,Operator,24126.55,2023-03-20,17
3428,True,Self,Amazon,Operator,21712.38,2023-02-14,24
3426,True,Wage,Flipkart,Analyst,22952.9,2023-05-21,9
4402,True,Wage,Local Shop,Driver,19282.65,2023-02-09,24
3014,True,Wage,Flipkart,Operator,12105.94,2023-02-22,20
3491,True,Self,Flipkart,Driver,11821.27,2023-05-09,9
8415,True,Self,Local Shop,Driver,23455.84,2023-03-04,17
6461,True,Wage,Amazon,Associate,21070.93,2023-03-17,14
9379,True,Self,TCS,Associate,21573.55,2023-04-22,16
9347,True,Wage,Flipkart,Driver,15060.66,2023-01-22,11
6820,True,Wage,Infosys,Operator,23853.96,2023-05-23,22
7422,True,Wage,Amazon,Analyst,18074.28,2023-01-01,16
3490,True,Self,Flipkart,Operator,17793.72,2023-03-08,11
9484,True,Wage,TCS,Driver,21657.68,2023-02-20,16
1053,True,Self,Local Shop,Operator,14296.36,2023-02-20,9
6398,True,Self,Flipkart,Associate,18648.08,2023-05-21,19
8602,True,Self,Local Shop,Operator,16030.79,2023-04-18,14
9778,True,Wage,Infosys,Operator,17061.97,2023-02-05,19
5024,True,Wage,Amazon,Driver,19609.98,2023-02-27,21
6463,True,Wage,TCS,Associate,19721.13,2023-04-08,16
6838,True,Self,Amazon,Operator,22134.48,2023-05-06,10
1881,True,Self,Local Shop,Associate,18903.02,2023-02-02,24
3791,True,Self,TCS,Driver,18355.46,2023-01-09,24
9034,True,Wage,Local Shop,Operator,17811.01,2023-03-28,14
2212,True,Self,TCS,Associate,19031.36,2023-02-11,12
9965,True,Wage,Local Shop,Driver,16292.2,2023-01-09,15
2449,True,Wage,TCS,Analyst,24788.99,2023-05-29,11
1998,True,Wage,Flipkart,Analyst,13438.73,2023-04-01,21
3214,True,Wage,Amazon,Driver,19599.71,2023-02-27,19
9924,True,Wage,Amazon,Driver,12367.04,2023-04-20,11
9511,True,Self,Amazon,Analyst,13342.51,2023-03-18,22
3069,True,Self,Flipkart,Driver,14733.87,2023-05-31,19
6227,True,Self,TCS,Associate,14249.03,2023-04-29,15
4592,True,Wage,Flipkart,Associate,21499.6,2023-04-01,18
2188,True,Self,Flipkart,Analyst,19927.39,2023-03-20,14
8765,True,Wage,TCS,Driver,19028.4,2023-04-24,10
4129,True,Wage,TCS,Operator,16617.39,2023-05-19,14
6047,True,Wage,Infosys,Operator,11212.16,2023-01-22,21
2962,True,Wage,Local Shop,Driver,22002.46,2023-03-08,22
5836,True,Self,Infosys,Driver,12968.45,2023-05-20,22
2182,True,Self,Flipkart,Analyst,10883.66,2023-01-17,6
4164,True,Wage,Amazon,Driver,22708.2,2023-05-06,20
8674,True,Self,Local Shop,Analyst,24839.5,2023-03-12,14
6256,True,Self,Amazon,Driver,22380.86,2023-04-24,6
1251,True,Self,Infosys,Analyst,15769.13,2023-04-16,7
8990,True,Self,TCS,Associate,24878.99,2023-01-29,17
9791,True,Wage,Local Shop,Analyst,23884.44,2023-01-07,15
3982,True,Wage,Local Shop,Associate,15489.48,2023-02-10,16
8227,True,Wage,Amazon,Operator,11707.72,2023-03-16,20
7980,True,Self,Local Shop,Driver,18888.62,2023-04-08,8
3013,True,Wage,Flipkart,Driver,17449.39,2023-01-14,24
3851,True,Wage,Flipkart,Operator,14862.24,2023-02-09,14
5883,True,Wage,Local Shop,Analyst,10544.49,2023-03-16,24
8802,True,Self,Flipkart,Driver,10042.47,2023-03-22,22
7927,True,Wage,Local Shop,Driver,14011.64,2023-03-22,19
4413,True,Self,Flipkart,Driver,23857.33,2023-01-24,18
9905,True,Self,Infosys,Driver,16167.1,2023-01-13,16
1122,True,Self,Amazon,Analyst,13841.58,2023-01-27,13
4355,True,Self,Flipkart,Driver,10656.72,2023-03-23,13
1265,True,Wage,Infosys,Associate,21208.74,2023-01-24,6
9094,True,Self,Amazon,Analyst,10171.03,2023-02-02,14
2402,True,Wage,Flipkart,Analyst,15954.71,2023-02-17,17
7092,True,Self,Flipkart,Driver,10339.61,2023-05-01,12
9838,True,Wage,Infosys,Associate,22030.52,2023-03-11,6
8704,True,Self,TCS,Operator,23338.38,2023-04-17,9
8318,True,Self,Local Shop,Driver,23561.5,2023-02-04,11
4112,True,Self,Flipkart,Analyst,22433.05,2023-05-09,15
9182,True,Wage,Flipkart,Driver,20402.15,2023-01-04,10
2046,True,Wage,Infosys,Driver,19097.33,2023-05-26,10
6893,True,Self,Amazon,Associate,19310.88,2023-02-01,16
3404,True,Self,Flipkart,Driver,23881.61,2023-01-14,24
7265,True,Wage,Local Shop,Associate,15426.15,2023-04-24,24
2380,True,Self,Flipkart,Operator,13665.79,2023-02-14,20
6465,True,Wage,TCS,Operator,20410.06,2023-02-25,9
8768,True,Wage,Flipkart,Analyst,14879.77,2023-01-10,12
9175,True,Self,Amazon,Associate,24779.88,2023-05-09,6
8351,True,Self,Local Shop,Operator,23129.24,2023-02-21,19
2602,True,Wage,Local Shop,Associate,17170.83,2023-05-28,12
8041,True,Wage,TCS,Associate,16343.08,2023-04-11,15
7955,True,Wage,Local Shop,Analyst,11296.33,2023-02-20,12
1848,True,Self,Local Shop,Operator,12740.85,2023-05-05,15
3315,True,Wage,TCS,Associate,22698.98,2023-01-22,13
2841,True,Wage,Amazon,Associate,20517.35,2023-02-09,14
497,True,Self,Flipkart,Analyst,13549.34,2023-04-27,13
3313,True,Wage,Local Shop,Driver,16976.39,2023-04-24,7
1116,True,Self,TCS,Operator,12125.68,2023-01-25,6
3666,True,Wage,TCS,Driver,18379.01,2023-01-07,23
3817,True,Wage,Local Shop,Operator,10010.43,2023-04-21,17
1830,True,Self,Flipkart,Analyst,11637.67,2023-02-19,18
4,True,Wage,Flipkart,Analyst,19319.89,2023-01-08,10
4024,True,Wage,Infosys,Analyst,10588.3,2023-05-30,16
8420,True,Wage,TCS,Associate,18911.2,2023-04-16,21
7410,True,Self,TCS,Associate,16151.64,2023-05-07,23
8598,True,Self,Infosys,Analyst,11992.93,2023-05-04,18
3806,True,Self,Infosys,Associate,22009.23,2023-04-11,17
6304,True,Self,Infosys,Operator,12611.05,2023-03-14,21
1460,True,Wage,TCS,Analyst,10422.64,2023-01-31,7
1269,True,Wage,Infosys,Driver,13973.53,2023-02-05,13
3555,True,Wage,TCS,Analyst,20045.37,2023-01-24,24
5065,True,Self,Local Shop,Operator,13506.65,2023-04-05,7
3811,True,Wage,TCS,Associate,14833.45,2023-02-20,16
1938,True,Self,TCS,Operator,16579.6,2023-01-15,14
7051,True,Self,Amazon,Operator,18536.07,2023-03-27,24
1919,True,Wage,Infosys,Analyst,21253.65,2023-04-06,17
7860,True,Wage,Infosys,Associate,18155.92,2023-05-26,18
3562,True,Self,Amazon,Associate,21566.92,2023-02-01,11
3122,True,Self,Amazon,Associate,24362.74,2023-01-03,16
3903,True,Self,TCS,Analyst,16956.99,2023-04-12,16
2725,True,Self,Amazon,Operator,16803.29,2023-05-29,20
5656,True,Self,Amazon,Analyst,18568.94,2023-02-19,14
5262,True,Wage,Flipkart,Operator,22375.17,2023-02-06,14
877,True,Wage,TCS,Driver,14325.59,2023-02-23,16
1649,True,Wage,Infosys,Driver,23580.89,2023-01-03,24
1238,True,Self,TCS,Associate,17908.97,2023-03-02,18
6048,True,Self,Infosys,Operator,24498.9,2023-04-23,24
2525,True,Wage,TCS,Analyst,18165.31,2023-03-05,6
7429,True,Self,Flipkart,Associate,22386.56,2023-01-01,15
9610,True,Wage,Infosys,Analyst,11689.85,2023-05-15,7
6386,True,Self,Amazon,Analyst,23290.68,2023-05-14,13
3855,True,Wage,Local Shop,Operator,18593.05,2023-02-04,11
2238,True,Wage,Flipkart,Operator,15065.11,2023-04-22,16
5411,True,Wage,Infosys,Associate,16393.63,2023-03-14,11
3305,True,Wage,TCS,Driver,13741.75,2023-04-22,10
567,True,Wage,Flipkart,Analyst,19147.56,2023-03-15,7
7702,True,Self,Amazon,Driver,15188.18,2023-01-03,6
9323,True,Self,Amazon,Operator,17759.39,2023-02-16,7
6971,True,Wage,Infosys,Associate,14205.73,2023-03-05,17
15,True,Self,TCS,Associate,19200.47,2023-02-04,10
1604,True,Wage,Local Shop,Operator,21889.15,2023-04-14,12
8661,True,Wage,TCS,Associate,24013.92,2023-02-13,16
1377,True,Wage,Local Shop,Driver,24856.42,2023-05-05,8
7287,True,Wage,Amazon,Analyst,22554.29,2023-04-18,24
3406,True,Self,Amazon,Driver,19241.73,2023-02-07,22
5938,True,Wage,Infosys,Analyst,16212.01,2023-04-13,10
4393,True,Wage,Local Shop,Operator,24729.14,2023-05-28,18
9138,True,Self,TCS,Associate,24090.7,2023-03-15,10
8640,True,Self,TCS,Associate,16033.01,2023-05-10,18
872,True,Wage,TCS,Analyst,21189.02,2023-05-06,23
648,True,Wage,Infosys,Operator,20077.68,2023-03-08,8
9648,True,Self,TCS,Driver,10891.21,2023-03-20,12
5129,True,Self,Local Shop,Driver,21645.72,2023-04-13,15
2252,True,Self,Local Shop,Analyst,24615.13,2023-05-28,6
4875,True,Self,Local Shop,Analyst,19408.57,2023-03-13,17
