beneficiary_id,feedback_text,rating,feedback_date,sentiment_score
2252,Very helpful,4,2023-06-06T10:00:00,0.78
2253,Too fast,4,2023-06-25T16:00:00,0.88
2254,Could be better,4,2023-06-12T16:00:00,0.79
2255,Could be better,4,2023-06-24T12:00:00,0.82
2256,Very helpful,4,2023-06-25T14:00:00,0.77
2257,Excellent content,4,2023-06-24T11:00:00,0.7
2258,Could be better,5,2023-06-03T18:00:00,0.44
2259,Excellent content,4,2023-06-01T10:00:00,0.41
2260,Very helpful,3,2023-06-22T11:00:00,0.84
2261,Could be better,2,2023-06-16T14:00:00,0.37
2262,Very helpful,3,2023-06-28T10:00:00,0.59
2263,Very helpful,4,2023-06-19T12:00:00,0.84
2264,Could be better,3,2023-06-28T13:00:00,0.92
2265,Very helpful,4,2023-06-07T16:00:00,0.62
2266,Excellent content,5,2023-06-09T18:00:00,0.55
2267,Could be better,4,2023-06-17T12:00:00,0.38
2268,Too fast,3,2023-06-08T12:00:00,0.87
2269,Could be better,4,2023-06-26T09:00:00,0.79
2270,Excellent content,4,2023-06-17T15:00:00,0.41
2271,Very helpful,2,2023-06-25T13:00:00,0.3
2272,Very helpful,4,2023-06-23T11:00:00,0.49
2273,Could be better,2,2023-06-13T18:00:00,0.67
2274,Could be better,3,2023-06-20T10:00:00,0.94
2275,Very helpful,5,2023-06-10T10:00:00,0.73
2276,Very helpful,2,2023-06-22T10:00:00,0.36
2277,Very helpful,5,2023-06-14T10:00:00,0.93
2278,Very helpful,4,2023-06-16T14:00:00,0.45
2279,Very helpful,2,2023-06-10T14:00:00,0.88
2280,Excellent content,4,2023-06-18T15:00:00,0.69
2281,Could be better,2,2023-06-07T16:00:00,0.57
2282,Excellent content,5,2023-06-02T15:00:00,0.58
2283,Excellent content,2,2023-06-01T17:00:00,0.42
2284,Very helpful,4,2023-06-21T16:00:00,0.58
2285,Excellent content,2,2023-06-19T10:00:00,0.59
2286,Excellent content,4,2023-06-14T18:00:00,0.35
2287,Could be better,4,2023-06-20T18:00:00,0.53
2288,Very helpful,3,2023-06-10T11:00:00,0.83
2289,Too fast,5,2023-06-08T09:00:00,0.42
2290,Could be better,3,2023-06-04T17:00:00,0.59
2291,Could be better,3,2023-06-28T13:00:00,0.34
2292,Too fast,3,2023-06-20T17:00:00,0.73
2293,Excellent content,5,2023-06-28T11:00:00,0.56
2294,Excellent content,4,2023-06-20T18:00:00,0.89
2295,Too fast,2,2023-06-04T17:00:00,0.35
2296,Very helpful,4,2023-06-11T17:00:00,0.52
2297,Too fast,4,2023-06-01T10:00:00,0.54
2298,Too fast,4,2023-06-12T16:00:00,0.43
2299,Very helpful,5,2023-06-13T09:00:00,0.57
2300,Could be better,2,2023-06-22T13:00:00,0.56
2301,Excellent content,3,2023-06-26T18:00:00,0.81
2302,Too fast,4,2023-06-13T17:00:00,0.57
2303,Too fast,5,2023-06-28T11:00:00,0.64
2304,Could be better,4,2023-06-20T14:00:00,0.51
2305,Could be better,4,2023-06-15T10:00:00,0.69
2306,Very helpful,4,2023-06-26T10:00:00,0.55
2307,Too fast,5,2023-06-06T11:00:00,0.4
2308,Very helpful,2,2023-06-15T16:00:00,0.54
2309,Excellent content,2,2023-06-11T15:00:00,0.8
2310,Too fast,3,2023-06-08T11:00:00,0.37
2311,Too fast,3,2023-06-13T15:00:00,0.3
2312,Excellent content,4,2023-06-24T12:00:00,0.8
2313,Very helpful,4,2023-06-12T15:00:00,0.53
2314,Could be better,3,2023-06-19T16:00:00,0.3
2315,Could be better,5,2023-06-28T17:00:00,0.49
2316,Too fast,4,2023-06-21T12:00:00,0.77
2317,Excellent content,4,2023-06-04T11:00:00,0.42
2318,Excellent content,4,2023-06-16T16:00:00,0.69
2319,Excellent content,5,2023-06-18T11:00:00,0.34
2320,Could be better,4,2023-06-19T15:00:00,0.69
2321,Excellent content,3,2023-06-25T14:00:00,0.4
2322,Excellent content,3,2023-06-15T12:00:00,0.56
2323,Excellent content,3,2023-06-23T15:00:00,0.47
2324,Excellent content,4,2023-06-23T11:00:00,0.62
2325,Very helpful,5,2023-06-01T10:00:00,0.75
2326,Excellent content,5,2023-06-09T12:00:00,0.88
2327,Too fast,4,2023-06-02T13:00:00,0.39
2328,Could be better,4,2023-06-06T13:00:00,0.45
2329,Could be better,3,2023-06-10T16:00:00,0.9
2330,Too fast,3,2023-06-10T16:00:00,0.41
2331,Very helpful,4,2023-06-13T16:00:00,0.57
2332,Excellent content,4,2023-06-28T13:00:00,0.68
2333,Very helpful,5,2023-06-25T12:00:00,0.39
2334,Excellent content,3,2023-06-01T18:00:00,0.78
2335,Too fast,4,2023-06-24T10:00:00,0.9
2336,Very helpful,4,2023-06-17T09:00:00,0.51
2337,Very helpful,4,2023-06-19T10:00:00,0.58
2338,Very helpful,4,2023-06-06T17:00:00,0.55
2339,Too fast,4,2023-06-04T10:00:00,0.84
2340,Very helpful,5,2023-06-25T15:00:00,0.7
2341,Excellent content,2,2023-06-13T13:00:00,0.57
2342,Too fast,5,2023-06-21T09:00:00,0.87
2343,Too fast,5,2023-06-17T17:00:00,0.69
2344,Too fast,4,2023-06-07T09:00:00,0.78
2345,Could be better,5,2023-06-28T14:00:00,0.52
2346,Could be better,4,2023-06-13T10:00:00,0.57
2347,Could be better,3,2023-06-09T13:00:00,0.76
2348,Too fast,2,2023-06-20T18:00:00,0.84
2349,Could be better,2,2023-06-28T11:00:00,0.66
2350,Excellent content,3,2023-06-19T16:00:00,0.54
2351,Could be better,4,2023-06-12T12:00:00,0.79
2352,Excellent content,5,2023-06-18T10:00:00,0.49
2353,Excellent content,4,2023-06-18T09:00:00,0.54
2354,Could be better,3,2023-06-11T17:00:00,0.39
2355,Excellent content,4,2023-06-28T17:00:00,0.9
2356,Too fast,4,2023-06-03T16:00:00,0.61
2357,Excellent content,4,2023-06-10T14:00:00,0.34
2358,Excellent content,5,2023-06-17T16:00:00,0.43
2359,Very helpful,3,2023-06-10T15:00:00,0.45
2360,Very helpful,4,2023-06-24T13:00:00,0.55
2361,Very helpful,4,2023-06-08T17:00:00,0.66
2362,Could be better,4,2023-06-24T16:00:00,0.81
2363,Very helpful,4,2023-06-21T18:00:00,0.3
2364,Excellent content,4,2023-06-21T16:00:00,0.36
2365,Very helpful,4,2023-06-02T11:00:00,0.6
2366,Very helpful,5,2023-06-18T12:00:00,0.51
2367,Could be better,4,2023-06-20T16:00:00,0.62
2368,Very helpful,4,2023-06-20T17:00:00,0.52
2369,Very helpful,5,2023-06-22T16:00:00,0.45
2370,Excellent content,3,2023-06-18T10:00:00,0.62
2371,Excellent content,4,2023-06-05T14:00:00,0.63
2372,Excellent content,2,2023-06-12T16:00:00,0.8
2373,Excellent content,3,2023-06-13T09:00:00,0.93
2374,Could be better,3,2023-06-28T16:00:00,0.64
2375,Excellent content,2,2023-06-28T15:00:00,0.53
2376,Very helpful,4,2023-06-08T09:00:00,0.66
2377,Could be better,3,2023-06-23T12:00:00,0.44
2378,Could be better,3,2023-06-27T15:00:00,0.42
2379,Excellent content,4,2023-06-04T09:00:00,0.88
2380,Excellent content,3,2023-06-02T13:00:00,0.8
2381,Very helpful,3,2023-06-13T14:00:00,0.44
2382,Too fast,4,2023-06-20T16:00:00,0.71
2383,Excellent content,5,2023-06-10T12:00:00,0.79
2384,Too fast,5,2023-06-22T12:00:00,0.43
2385,Could be better,3,2023-06-15T15:00:00,0.78
2386,Excellent content,4,2023-06-06T16:00:00,0.78
2387,Too fast,2,2023-06-27T09:00:00,0.5
2388,Too fast,5,2023-06-08T16:00:00,0.49
2389,Excellent content,4,2023-06-11T13:00:00,0.55
2390,Could be better,3,2023-06-18T14:00:00,0.34
2391,Very helpful,3,2023-06-06T18:00:00,0.91
2392,Excellent content,4,2023-06-11T17:00:00,0.67
2393,Could be better,3,2023-06-03T17:00:00,0.72
2394,Excellent content,3,2023-06-01T16:00:00,0.93
2395,Could be better,4,2023-06-05T12:00:00,0.82
2396,Very helpful,5,2023-06-22T09:00:00,0.4
2397,Too fast,4,2023-06-19T09:00:00,0.4
2398,Could be better,2,2023-06-24T11:00:00,0.73
2399,Could be better,4,2023-06-21T17:00:00,0.9
2400,Could be better,3,2023-06-26T10:00:00,0.39
2401,Could be better,2,2023-06-11T12:00:00,0.77
2402,Very helpful,3,2023-06-06T09:00:00,0.35
2403,Could be better,2,2023-06-01T10:00:00,0.86
2404,Excellent content,5,2023-06-11T14:00:00,0.59
2405,Could be better,4,2023-06-18T13:00:00,0.55
2406,Could be better,4,2023-06-15T12:00:00,0.64
2407,Could be better,4,2023-06-21T16:00:00,0.78
2408,Very helpful,4,2023-06-03T17:00:00,0.8
2409,Very helpful,5,2023-06-08T10:00:00,0.8
2410,Too fast,4,2023-06-28T18:00:00,0.6
2411,Too fast,4,2023-06-14T18:00:00,0.68
2412,Too fast,4,2023-06-10T15:00:00,0.91
2413,Excellent content,4,2023-06-01T12:00:00,0.53
2414,Could be better,3,2023-06-26T15:00:00,0.31
2415,Very helpful,5,2023-06-14T14:00:00,0.47
2416,Too fast,3,2023-06-06T13:00:00,0.3
2417,Excellent content,4,2023-06-01T15:00:00,0.76
2418,Too fast,5,2023-06-11T17:00:00,0.85
2419,Too fast,5,2023-06-13T16:00:00,0.58
2420,Could be better,4,2023-06-12T18:00:00,0.48
2421,Very helpful,4,2023-06-14T10:00:00,0.71
2422,Excellent content,3,2023-06-14T17:00:00,0.36
2423,Could be better,4,2023-06-19T13:00:00,0.92
2424,Very helpful,4,2023-06-14T10:00:00,0.8
2425,Too fast,3,2023-06-14T13:00:00,0.6
2426,Too fast,4,2023-06-07T09:00:00,0.89
2427,Excellent content,3,2023-06-04T14:00:00,0.48
2428,Very helpful,5,2023-06-18T14:00:00,0.33
2429,Very helpful,4,2023-06-03T11:00:00,0.7
2430,Could be better,2,2023-06-08T13:00:00,0.7
2431,Excellent content,5,2023-06-13T14:00:00,0.37
2432,Too fast,5,2023-06-16T11:00:00,0.69
2433,Excellent content,5,2023-06-15T12:00:00,0.86
2434,Excellent content,4,2023-06-12T18:00:00,0.38
2435,Very helpful,4,2023-06-19T11:00:00,0.63
2436,Very helpful,4,2023-06-09T15:00:00,0.59
2437,Excellent content,4,2023-06-14T11:00:00,0.91
2438,Could be better,5,2023-06-12T18:00:00,0.4
2439,Excellent content,3,2023-06-25T12:00:00,0.86
2440,Excellent content,3,2023-06-10T13:00:00,0.44
2441,Excellent content,5,2023-06-18T11:00:00,0.74
2442,Excellent content,4,2023-06-02T13:00:00,0.55
2443,Too fast,4,2023-06-15T15:00:00,0.64
2444,Too fast,4,2023-06-15T10:00:00,0.75
2445,Excellent content,2,2023-06-03T18:00:00,0.83
2446,Too fast,4,2023-06-23T13:00:00,0.64
2447,Very helpful,4,2023-06-17T09:00:00,0.31
2448,Too fast,2,2023-06-01T17:00:00,0.49
2449,Excellent content,4,2023-06-02T11:00:00,0.46
2450,Too fast,4,2023-06-27T14:00:00,0.41
2451,Too fast,4,2023-06-04T12:00:00,0.58
2452,Very helpful,4,2023-06-27T17:00:00,0.37
2453,Excellent content,3,2023-06-24T17:00:00,0.85
2454,Excellent content,3,2023-06-02T12:00:00,0.61
2455,Excellent content,2,2023-06-12T17:00:00,0.75
2456,Excellent content,5,2023-06-15T13:00:00,0.87
2457,Very helpful,4,2023-06-12T13:00:00,0.36
2458,Too fast,2,2023-06-24T18:00:00,0.73
2459,Excellent content,4,2023-06-16T16:00:00,0.41
2460,Could be better,4,2023-06-25T16:00:00,0.57
2461,Excellent content,5,2023-06-12T09:00:00,0.5
2462,Too fast,5,2023-06-06T09:00:00,0.93
2463,Very helpful,4,2023-06-18T15:00:00,0.72
2464,Too fast,5,2023-06-03T14:00:00,0.64
2465,Too fast,4,2023-06-24T11:00:00,0.49
2466,Excellent content,4,2023-06-01T17:00:00,0.89
2467,Too fast,4,2023-06-19T13:00:00,0.81
2468,Very helpful,5,2023-06-26T10:00:00,0.76
2469,Excellent content,4,2023-06-05T13:00:00,0.85
2470,Very helpful,4,2023-06-28T18:00:00,0.54
2471,Very helpful,3,2023-06-03T15:00:00,0.56
2472,Very helpful,4,2023-06-06T14:00:00,0.72
2473,Too fast,4,2023-06-24T09:00:00,0.78
2474,Excellent content,3,2023-06-05T14:00:00,0.61
2475,Excellent content,4,2023-06-24T17:00:00,0.46
2476,Too fast,4,2023-06-12T18:00:00,0.32
2477,Excellent content,4,2023-06-27T15:00:00,0.85
2478,Too fast,4,2023-06-02T15:00:00,0.45
2479,Excellent content,4,2023-06-26T10:00:00,0.73
2480,Could be better,5,2023-06-13T13:00:00,0.79
2481,Excellent content,4,2023-06-19T10:00:00,0.7
2482,Could be better,2,2023-06-12T10:00:00,0.33
2483,Could be better,5,2023-06-11T18:00:00,0.65
2484,Excellent content,5,2023-06-10T09:00:00,0.93
2485,Excellent content,4,2023-06-15T14:00:00,0.4
2486,Could be better,3,2023-06-27T09:00:00,0.82
2487,Excellent content,4,2023-06-09T18:00:00,0.78
2488,Excellent content,3,2023-06-10T16:00:00,0.6
2489,Could be better,4,2023-06-11T17:00:00,0.88
2490,Very helpful,3,2023-06-17T14:00:00,0.32
2491,Too fast,4,2023-06-17T17:00:00,0.53
2492,Could be better,4,2023-06-22T12:00:00,0.4
2493,Too fast,3,2023-06-03T12:00:00,0.49
2494,Could be better,5,2023-06-03T18:00:00,0.87
2495,Very helpful,4,2023-06-16T13:00:00,0.66
2496,Excellent content,4,2023-06-06T11:00:00,0.35
2497,Could be better,5,2023-06-13T11:00:00,0.94
2498,Could be better,4,2023-06-10T12:00:00,0.86
2499,Too fast,4,2023-06-08T14:00:00,0.79
2500,Too fast,4,2023-06-26T09:00:00,0.49
2501,Excellent content,5,2023-06-22T15:00:00,0.94
2502,Excellent content,5,2023-06-25T10:00:00,0.49
2503,Excellent content,4,2023-06-07T18:00:00,0.45
2504,Very helpful,2,2023-06-01T16:00:00,0.58
2505,Could be better,5,2023-06-14T16:00:00,0.79
2506,Excellent content,4,2023-06-25T12:00:00,0.45
2507,Very helpful,4,2023-06-19T17:00:00,0.52
2508,Very helpful,3,2023-06-16T17:00:00,0.35
2509,Very helpful,4,2023-06-04T15:00:00,0.9
2510,Excellent content,4,2023-06-10T18:00:00,0.46
2511,Excellent content,4,2023-06-19T15:00:00,0.94
2512,Too fast,4,2023-06-28T14:00:00,0.59
2513,Very helpful,4,2023-06-13T10:00:00,0.51
2514,Excellent content,4,2023-06-17T11:00:00,0.53
2515,Very helpful,2,2023-06-22T09:00:00,0.59
2516,Could be better,4,2023-06-21T09:00:00,0.76
2517,Excellent content,4,2023-06-06T14:00:00,0.69
2518,Very helpful,2,2023-06-20T09:00:00,0.3
2519,Very helpful,4,2023-06-16T11:00:00,0.5
2520,Very helpful,3,2023-06-16T13:00:00,0.75
2521,Could be better,2,2023-06-26T13:00:00,0.54
2522,Excellent content,3,2023-06-19T13:00:00,0.51
2523,Could be better,4,2023-06-13T12:00:00,0.58
2524,Very helpful,4,2023-06-10T09:00:00,0.63
2525,Could be better,4,2023-06-25T09:00:00,0.75
2526,Too fast,3,2023-06-17T11:00:00,0.74
2527,Could be better,5,2023-06-13T11:00:00,0.56
2528,Too fast,2,2023-06-26T11:00:00,0.56
2529,Very helpful,5,2023-06-10T09:00:00,0.71
2530,Very helpful,3,2023-06-19T14:00:00,0.42
2531,Excellent content,4,2023-06-08T11:00:00,0.65
2532,Too fast,4,2023-06-18T17:00:00,0.56
2533,Excellent content,3,2023-06-02T16:00:00,0.54
2534,Could be better,3,2023-06-15T12:00:00,0.63
2535,Excellent content,3,2023-06-17T16:00:00,0.34
2536,Too fast,4,2023-06-21T09:00:00,0.55
2537,Excellent content,4,2023-06-05T16:00:00,0.69
2538,Very helpful,4,2023-06-01T12:00:00,0.79
2539,Excellent content,4,2023-06-02T18:00:00,0.83
2540,Could be better,4,2023-06-12T10:00:00,0.67
2541,Very helpful,5,2023-06-01T09:00:00,0.42
2542,Too fast,3,2023-06-09T09:00:00,0.45
2543,Excellent content,4,2023-06-12T12:00:00,0.38
2544,Too fast,3,2023-06-19T11:00:00,0.65
2545,Could be better,4,2023-06-19T11:00:00,0.84
2546,Excellent content,4,2023-06-26T11:00:00,0.78
2547,Excellent content,4,2023-06-26T10:00:00,0.3
2548,Very helpful,4,2023-06-01T09:00:00,0.4
2549,Could be better,4,2023-06-07T09:00:00,0.68
2550,Very helpful,5,2023-06-02T11:00:00,0.57
2551,Very helpful,4,2023-06-19T09:00:00,0.45
2552,Very helpful,4,2023-06-26T16:00:00,0.72
2553,Could be better,4,2023-06-19T12:00:00,0.59
2554,Very helpful,4,2023-06-05T11:00:00,0.42
2555,Excellent content,3,2023-06-10T11:00:00,0.38
2556,Could be better,4,2023-06-25T18:00:00,0.61
2557,Could be better,5,2023-06-23T13:00:00,0.9
2558,Very helpful,4,2023-06-28T15:00:00,0.4
2559,Too fast,5,2023-06-05T13:00:00,0.86
2560,Very helpful,3,2023-06-01T15:00:00,0.31
2561,Excellent content,4,2023-06-21T10:00:00,0.45
2562,Very helpful,3,2023-06-04T11:00:00,0.33
2563,Could be better,4,2023-06-05T14:00:00,0.52
2564,Very helpful,4,2023-06-06T17:00:00,0.31
2565,Excellent content,4,2023-06-20T11:00:00,0.71
2566,Very helpful,2,2023-06-07T17:00:00,0.55
2567,Very helpful,3,2023-06-08T14:00:00,0.37
2568,Too fast,4,2023-06-26T14:00:00,0.3
2569,Excellent content,4,2023-06-20T09:00:00,0.38
2570,Very helpful,5,2023-06-14T17:00:00,0.31
2571,Too fast,4,2023-06-23T10:00:00,0.69
2572,Too fast,5,2023-06-16T16:00:00,0.61
2573,Could be better,5,2023-06-17T16:00:00,0.38
2574,Could be better,3,2023-06-24T13:00:00,0.86
2575,Excellent content,3,2023-06-18T11:00:00,0.6
2576,Very helpful,4,2023-06-16T18:00:00,0.65
2577,Very helpful,4,2023-06-17T10:00:00,0.42
2578,Too fast,4,2023-06-09T16:00:00,0.82
2579,Very helpful,4,2023-06-11T16:00:00,0.69
2580,Very helpful,4,2023-06-27T16:00:00,0.65
2581,Excellent content,4,2023-06-16T12:00:00,0.65
2582,Too fast,3,2023-06-09T13:00:00,0.55
2583,Excellent content,3,2023-06-22T14:00:00,0.73
2584,Excellent content,5,2023-06-15T15:00:00,0.34
2585,Very helpful,4,2023-06-05T14:00:00,0.69
2586,Very helpful,3,2023-06-08T15:00:00,0.7
2587,Too fast,5,2023-06-10T16:00:00,0.36
2588,Could be better,5,2023-06-17T09:00:00,0.67
2589,Very helpful,4,2023-06-01T15:00:00,0.32
2590,Very helpful,4,2023-06-19T16:00:00,0.57
2591,Excellent content,4,2023-06-19T12:00:00,0.61
2592,Very helpful,5,2023-06-02T12:00:00,0.34
2593,Very helpful,4,2023-06-08T17:00:00,0.4
2594,Very helpful,5,2023-06-05T11:00:00,0.31
2595,Very helpful,4,2023-06-08T18:00:00,0.7
2596,Excellent content,5,2023-06-18T09:00:00,0.53
2597,Very helpful,4,2023-06-04T18:00:00,0.6
2598,Excellent content,5,2023-06-04T11:00:00,0.89
2599,Could be better,5,2023-06-05T16:00:00,0.47
2600,Excellent content,4,2023-06-08T14:00:00,0.84
2601,Too fast,4,2023-06-16T09:00:00,0.93
2602,Could be better,5,2023-06-07T17:00:00,0.31
2603,Excellent content,3,2023-06-12T18:00:00,0.61
2604,Very helpful,4,2023-06-26T17:00:00,0.53
2605,Excellent content,2,2023-06-02T12:00:00,0.94
2606,Too fast,3,2023-06-12T12:00:00,0.91
2607,Could be better,4,2023-06-02T10:00:00,0.37
2608,Very helpful,4,2023-06-10T18:00:00,0.87
2609,Could be better,4,2023-06-01T17:00:00,0.75
2610,Excellent content,3,2023-06-28T16:00:00,0.9
2611,Very helpful,4,2023-06-05T16:00:00,0.65
2612,Could be better,3,2023-06-16T15:00:00,0.5
2613,Very helpful,4,2023-06-16T12:00:00,0.45
2614,Could be better,5,2023-06-27T17:00:00,0.53
2615,Could be better,2,2023-06-27T15:00:00,0.79
2616,Too fast,5,2023-06-08T14:00:00,0.46
2617,Too fast,4,2023-06-24T12:00:00,0.89
2618,Excellent content,2,2023-06-20T15:00:00,0.38
2619,Too fast,4,2023-06-20T10:00:00,0.88
2620,Excellent content,3,2023-06-11T13:00:00,0.52
2621,Very helpful,4,2023-06-07T09:00:00,0.72
2622,Could be better,3,2023-06-23T13:00:00,0.57
2623,Very helpful,4,2023-06-02T14:00:00,0.84
2624,Could be better,4,2023-06-11T15:00:00,0.66
2625,Excellent content,4,2023-06-13T10:00:00,0.67
2626,Very helpful,5,2023-06-08T17:00:00,0.8
2627,Very helpful,5,2023-06-05T17:00:00,0.76
2628,Could be better,5,2023-06-23T16:00:00,0.91
2629,Very helpful,3,2023-06-16T11:00:00,0.52
2630,Could be better,4,2023-06-07T15:00:00,0.94
2631,Very helpful,5,2023-06-26T15:00:00,0.36
2632,Too fast,5,2023-06-11T12:00:00,0.66
2633,Too fast,4,2023-06-19T16:00:00,0.38
2634,Very helpful,5,2023-06-27T13:00:00,0.33
2635,Too fast,3,2023-06-02T12:00:00,0.73
2636,Excellent content,3,2023-06-01T10:00:00,0.82
2637,Could be better,3,2023-06-17T10:00:00,0.91
2638,Very helpful,4,2023-06-17T13:00:00,0.46
2639,Excellent content,4,2023-06-17T16:00:00,0.43
2640,Excellent content,2,2023-06-12T16:00:00,0.66
2641,Excellent content,4,2023-06-23T14:00:00,0.57
2642,Too fast,3,2023-06-22T15:00:00,0.47
2643,Excellent content,5,2023-06-05T11:00:00,0.74
2644,Could be better,2,2023-06-19T11:00:00,0.47
2645,Too fast,5,2023-06-09T11:00:00,0.73
2646,Very helpful,3,2023-06-07T18:00:00,0.92
2647,Could be better,4,2023-06-16T11:00:00,0.45
2648,Excellent content,5,2023-06-23T12:00:00,0.56
2649,Excellent content,4,2023-06-27T17:00:00,0.79
2650,Very helpful,3,2023-06-13T09:00:00,0.87
2651,Too fast,4,2023-06-08T12:00:00,0.6
2652,Could be better,4,2023-06-27T17:00:00,0.32
2653,Could be better,4,2023-06-18T10:00:00,0.79
2654,Very helpful,3,2023-06-13T18:00:00,0.66
2655,Too fast,3,2023-06-27T10:00:00,0.35
2656,Excellent content,4,2023-06-10T11:00:00,0.33
2657,Excellent content,4,2023-06-15T11:00:00,0.67
2658,Too fast,4,2023-06-04T13:00:00,0.74
2659,Very helpful,5,2023-06-01T16:00:00,0.5
2660,Too fast,4,2023-06-18T17:00:00,0.83
2661,Very helpful,2,2023-06-11T11:00:00,0.57
2662,Excellent content,4,2023-06-23T13:00:00,0.57
2663,Excellent content,4,2023-06-03T10:00:00,0.87
2664,Excellent content,5,2023-06-12T09:00:00,0.94
2665,Excellent content,5,2023-06-27T11:00:00,0.79
2666,Very helpful,3,2023-06-19T13:00:00,0.62
2667,Too fast,2,2023-06-12T18:00:00,0.75
2668,Could be better,5,2023-06-02T16:00:00,0.86
2669,Could be better,3,2023-06-13T16:00:00,0.84
2670,Very helpful,5,2023-06-16T13:00:00,0.83
2671,Very helpful,4,2023-06-10T17:00:00,0.91
2672,Excellent content,3,2023-06-13T12:00:00,0.36
2673,Very helpful,4,2023-06-12T09:00:00,0.53
2674,Could be better,4,2023-06-09T11:00:00,0.76
2675,Excellent content,4,2023-06-21T10:00:00,0.85
2676,Excellent content,4,2023-06-03T12:00:00,0.36
2677,Excellent content,4,2023-06-11T10:00:00,0.4
2678,Too fast,2,2023-06-24T10:00:00,0.65
2679,Excellent content,5,2023-06-10T12:00:00,0.62
2680,Very helpful,4,2023-06-10T15:00:00,0.34
2681,Excellent content,4,2023-06-21T17:00:00,0.37
2682,Very helpful,5,2023-06-15T16:00:00,0.59
2683,Could be better,2,2023-06-01T09:00:00,0.52
2684,Very helpful,4,2023-06-24T15:00:00,0.87
2685,Very helpful,4,2023-06-17T18:00:00,0.54
2686,Could be better,4,2023-06-22T10:00:00,0.32
2687,Very helpful,4,2023-06-09T10:00:00,0.53
2688,Excellent content,4,2023-06-11T16:00:00,0.86
2689,Could be better,4,2023-06-03T16:00:00,0.46
2690,Too fast,4,2023-06-09T17:00:00,0.4
2691,Excellent content,4,2023-06-14T10:00:00,0.84
2692,Could be better,4,2023-06-23T15:00:00,0.45
2693,Too fast,5,2023-06-25T09:00:00,0.75
2694,Very helpful,3,2023-06-12T15:00:00,0.61
2695,Could be better,3,2023-06-04T18:00:00,0.6
2696,Very helpful,4,2023-06-05T18:00:00,0.86
2697,Could be better,5,2023-06-02T15:00:00,0.75
2698,Could be better,4,2023-06-25T09:00:00,0.62
2699,Too fast,4,2023-06-16T12:00:00,0.6
2700,Could be better,4,2023-06-22T15:00:00,0.35
2701,Too fast,3,2023-06-25T11:00:00,0.52
2702,Could be better,4,2023-06-04T15:00:00,0.43
2703,Excellent content,5,2023-06-11T17:00:00,0.72
2704,Too fast,2,2023-06-28T15:00:00,0.77
2705,Excellent content,5,2023-06-08T15:00:00,0.51
2706,Very helpful,3,2023-06-08T13:00:00,0.38
2707,Very helpful,3,2023-06-10T16:00:00,0.32
2708,Excellent content,2,2023-06-01T15:00:00,0.51
2709,Too fast,5,2023-06-28T15:00:00,0.48
2710,Could be better,4,2023-06-27T15:00:00,0.42
2711,Excellent content,2,2023-06-01T13:00:00,0.3
2712,Very helpful,2,2023-06-10T12:00:00,0.66
2713,Could be better,4,2023-06-18T16:00:00,0.34
2714,Very helpful,4,2023-06-21T13:00:00,0.75
2715,Very helpful,4,2023-06-03T11:00:00,0.92
2716,Very helpful,4,2023-06-05T14:00:00,0.36
2717,Excellent content,4,2023-06-18T14:00:00,0.43
2718,Very helpful,2,2023-06-07T15:00:00,0.91
2719,Too fast,3,2023-06-18T15:00:00,0.84
2720,Too fast,4,2023-06-17T16:00:00,0.81
2721,Very helpful,5,2023-06-12T15:00:00,0.41
2722,Excellent content,4,2023-06-15T16:00:00,0.62
2723,Too fast,3,2023-06-04T11:00:00,0.63
2724,Excellent content,4,2023-06-26T14:00:00,0.53
2725,Excellent content,4,2023-06-26T12:00:00,0.94
2726,Excellent content,3,2023-06-27T10:00:00,0.49
2727,Too fast,3,2023-06-12T15:00:00,0.58
2728,Too fast,5,2023-06-24T13:00:00,0.48
2729,Could be better,5,2023-06-07T17:00:00,0.73
2730,Very helpful,3,2023-06-26T14:00:00,0.55
2731,Excellent content,2,2023-06-21T18:00:00,0.37
2732,Too fast,2,2023-06-12T16:00:00,0.45
2733,Could be better,4,2023-06-07T10:00:00,0.89
2734,Very helpful,4,2023-06-08T09:00:00,0.52
2735,Could be better,3,2023-06-08T12:00:00,0.63
2736,Very helpful,4,2023-06-18T10:00:00,0.8
2737,Excellent content,4,2023-06-11T13:00:00,0.48
2738,Very helpful,4,2023-06-09T15:00:00,0.31
2739,Too fast,3,2023-06-04T16:00:00,0.58
2740,Very helpful,3,2023-06-19T11:00:00,0.32
2741,Excellent content,4,2023-06-02T17:00:00,0.59
2742,Too fast,4,2023-06-16T15:00:00,0.8
2743,Very helpful,4,2023-06-22T09:00:00,0.53
2744,Too fast,3,2023-06-20T12:00:00,0.61
2745,Very helpful,5,2023-06-21T16:00:00,0.49
2746,Too fast,4,2023-06-21T18:00:00,0.5
2747,Very helpful,4,2023-06-17T16:00:00,0.85
2748,Very helpful,2,2023-06-02T15:00:00,0.55
2749,Could be better,3,2023-06-10T12:00:00,0.41
2750,Too fast,4,2023-06-14T12:00:00,0.8
2751,Very helpful,5,2023-06-09T14:00:00,0.92
2752,Could be better,3,2023-06-01T12:00:00,0.53
2753,Could be better,5,2023-06-24T13:00:00,0.92
2754,Too fast,4,2023-06-09T11:00:00,0.77
2755,Very helpful,3,2023-06-28T09:00:00,0.65
2756,Could be better,5,2023-06-26T10:00:00,0.55
2757,Could be better,4,2023-06-08T13:00:00,0.64
