beneficiary_id,pre_training_score,post_training_score,skill_domain,assessment_date
2476,47.3,60.9,IT,2023-03-11
2477,37.2,57.2,IT,2023-03-09
2478,49.8,61.1,IT,2023-05-24
2479,32.3,49.9,Logistics,2023-03-25
2480,60.5,85.5,Data Entry,2023-05-23
2481,38.5,58.2,Logistics,2023-04-17
2482,58.4,74.0,Logistics,2023-03-28
2483,61.8,74.7,Retail,2023-04-11
2484,31.8,42.2,Logistics,2023-05-15
2485,62.4,76.5,Retail,2023-04-06
2486,45.9,65.5,Logistics,2023-05-30
2487,50.1,72.7,IT,2023-03-09
2488,40.5,51.3,Logistics,2023-04-18
2489,39.8,61.1,Logistics,2023-05-09
2490,41.1,53.5,IT,2023-05-05
2491,47.2,58.0,Retail,2023-05-28
2492,40.5,51.0,Logistics,2023-05-02
2493,48.0,62.7,Retail,2023-04-01
2494,58.1,70.2,IT,2023-05-30
2495,32.0,53.3,Logistics,2023-04-05
2496,49.1,60.6,Data Entry,2023-04-29
2497,46.2,64.4,Retail,2023-04-13
2498,45.4,67.3,Retail,2023-04-17
2499,32.7,51.7,Data Entry,2023-04-24
2500,36.5,49.4,Data Entry,2023-04-09
2501,64.7,81.9,Data Entry,2023-04-08
2502,36.7,59.6,Retail,2023-04-21
2503,36.9,48.3,IT,2023-04-26
2504,38.3,54.1,Logistics,2023-03-12
2505,60.2,77.5,Logistics,2023-05-21
2506,45.8,62.6,IT,2023-03-14
2507,48.9,66.3,Retail,2023-05-06
2508,47.9,64.2,Retail,2023-05-19
2509,46.9,61.9,Retail,2023-03-27
2510,61.8,83.7,IT,2023-05-24
2511,36.3,55.2,IT,2023-05-02
2512,64.5,78.6,IT,2023-03-02
2513,60.6,74.1,Retail,2023-03-16
2514,48.2,65.4,Logistics,2023-04-19
2515,44.8,64.5,IT,2023-03-26
2516,32.7,54.4,Retail,2023-05-17
2517,60.2,82.2,Retail,2023-03-18
2518,50.7,74.6,Data Entry,2023-03-25
2519,37.6,56.0,Data Entry,2023-03-11
2520,35.1,48.2,Retail,2023-03-21
2521,60.6,79.7,Retail,2023-04-20
2522,37.7,59.1,IT,2023-04-19
2523,35.1,49.1,IT,2023-03-24
2524,33.4,55.2,Data Entry,2023-05-25
2525,64.3,77.1,IT,2023-05-28
2526,61.3,82.2,IT,2023-05-25
2527,48.1,62.7,IT,2023-04-03
2528,37.5,60.1,Data Entry,2023-04-08
2529,55.3,76.9,IT,2023-04-12
2530,43.7,61.1,IT,2023-03-29
2531,48.6,72.1,Data Entry,2023-04-05
2532,49.2,59.5,Logistics,2023-05-20
2533,35.8,59.9,Logistics,2023-03-11
2534,38.3,53.6,Retail,2023-04-10
2535,39.7,55.0,Retail,2023-05-22
2536,57.0,78.1,Retail,2023-03-17
2537,48.6,63.2,IT,2023-03-29
2538,46.2,56.3,Retail,2023-04-13
2539,48.6,65.3,Logistics,2023-03-13
2540,64.9,87.3,Retail,2023-04-06
2541,46.5,69.5,Data Entry,2023-05-28
2542,52.4,70.7,IT,2023-05-13
2543,60.2,74.2,Data Entry,2023-04-30
2544,47.1,69.3,Retail,2023-05-12
2545,38.8,63.0,IT,2023-05-15
2546,64.8,85.4,Logistics,2023-04-14
2547,32.2,50.7,Data Entry,2023-04-12
2548,58.9,79.6,IT,2023-03-16
2549,43.2,60.8,Logistics,2023-03-13
2550,54.5,75.3,Logistics,2023-05-29
2551,60.3,76.7,Data Entry,2023-03-02
2552,59.0,81.3,Retail,2023-03-12
2553,49.0,60.1,Retail,2023-03-12
2554,32.3,56.1,Logistics,2023-05-02
2555,62.8,86.6,Logistics,2023-03-19
2556,58.3,78.4,IT,2023-04-14
2557,52.5,73.7,Retail,2023-05-11
2558,35.4,58.3,Data Entry,2023-05-11
2559,40.2,57.2,IT,2023-03-22
2560,35.6,55.7,Retail,2023-04-30
2561,41.0,51.1,Data Entry,2023-03-24
2562,61.4,80.5,Retail,2023-05-26
2563,30.9,45.8,Data Entry,2023-05-14
2564,42.0,53.7,Retail,2023-05-16
2565,36.7,56.2,Data Entry,2023-04-12
2566,37.5,62.1,Retail,2023-03-27
2567,47.5,58.3,Retail,2023-03-01
2568,33.9,55.3,IT,2023-04-09
2569,53.6,77.5,Data Entry,2023-04-13
2570,64.6,85.6,Data Entry,2023-03-02
2571,51.3,67.0,Data Entry,2023-05-28
2572,59.7,78.7,Retail,2023-04-06
2573,39.5,51.9,IT,2023-05-26
2574,52.9,77.8,IT,2023-05-29
2575,46.2,66.2,IT,2023-05-16
2576,61.4,80.0,Retail,2023-05-12
2577,55.1,71.8,Retail,2023-04-10
2578,56.3,67.4,Retail,2023-04-03
2579,52.4,67.6,Logistics,2023-03-14
2580,61.7,74.3,IT,2023-05-06
2581,38.4,53.4,Data Entry,2023-03-07
2582,55.9,67.6,Logistics,2023-03-12
2583,53.2,66.0,Data Entry,2023-05-17
2584,51.9,64.6,IT,2023-04-19
2585,30.4,47.9,Retail,2023-04-23
2586,47.2,67.1,Retail,2023-03-21
2587,47.7,65.7,IT,2023-04-14
2588,37.4,59.0,IT,2023-05-23
2589,57.5,70.4,Retail,2023-03-15
2590,59.8,73.7,Data Entry,2023-03-27
2591,53.0,77.3,Retail,2023-04-13
2592,50.2,63.2,Retail,2023-05-13
2593,41.8,56.1,Data Entry,2023-05-22
2594,64.3,82.1,Data Entry,2023-03-10
2595,57.6,69.8,Logistics,2023-03-23
2596,54.6,70.9,Data Entry,2023-03-01
2597,59.9,84.0,Data Entry,2023-04-14
2598,58.9,73.3,Logistics,2023-03-20
2599,45.6,63.3,Logistics,2023-04-10
2600,53.0,74.6,Logistics,2023-05-17
2601,39.1,55.0,IT,2023-05-16
2602,43.4,56.3,IT,2023-04-25
2603,36.8,53.9,Logistics,2023-05-24
2604,57.3,74.3,Data Entry,2023-05-23
2605,43.4,65.5,Retail,2023-05-23
2606,33.9,51.2,Logistics,2023-04-17
2607,47.0,59.4,Data Entry,2023-05-24
2608,56.3,77.3,Data Entry,2023-03-14
2609,64.6,79.1,Retail,2023-05-04
2610,50.3,70.0,IT,2023-03-18
2611,60.3,76.0,Logistics,2023-03-13
2612,40.2,56.9,Retail,2023-03-26
2613,58.0,81.3,Data Entry,2023-05-06
2614,49.3,67.5,Retail,2023-04-14
2615,41.9,56.6,Logistics,2023-05-23
2616,42.5,59.5,Retail,2023-05-22
2617,52.9,70.6,Data Entry,2023-03-21
2618,59.4,80.2,Logistics,2023-04-24
2619,49.8,69.1,IT,2023-04-17
2620,53.0,74.4,IT,2023-03-01
2621,33.8,45.0,IT,2023-05-28
2622,46.9,64.4,Retail,2023-03-26
2623,30.6,47.8,IT,2023-03-05
2624,42.3,56.1,IT,2023-05-23
2625,32.1,48.6,Logistics,2023-03-14
2626,61.3,84.9,IT,2023-04-06
2627,46.7,66.1,IT,2023-03-03
2628,50.8,66.8,Logistics,2023-03-23
2629,30.9,54.8,IT,2023-05-19
2630,37.4,57.4,Data Entry,2023-03-14
2631,48.2,61.5,Retail,2023-04-25
2632,43.9,67.4,Data Entry,2023-05-01
2633,56.4,68.9,Retail,2023-04-13
2634,52.6,70.2,IT,2023-04-23
2635,56.8,67.3,IT,2023-04-13
2636,30.5,50.4,IT,2023-03-13
2637,31.8,47.5,Data Entry,2023-05-05
2638,45.8,60.4,Retail,2023-03-10
2639,50.3,72.0,Data Entry,2023-04-21
2640,42.9,65.4,IT,2023-03-26
2641,62.7,78.4,Data Entry,2023-03-26
2642,58.9,72.5,Retail,2023-03-26
2643,58.2,73.7,Logistics,2023-05-27
2644,57.1,79.2,Logistics,2023-04-21
2645,32.4,46.6,IT,2023-04-01
2646,39.1,51.4,Logistics,2023-03-25
2647,48.3,64.9,IT,2023-04-18
2648,41.2,58.7,IT,2023-03-21
2649,41.1,52.6,Data Entry,2023-05-29
2650,40.1,57.3,Logistics,2023-05-07
2651,47.0,65.4,Logistics,2023-04-02
2652,46.0,57.1,IT,2023-05-23
2653,39.4,61.7,IT,2023-03-07
2654,46.4,59.6,IT,2023-04-23
2655,34.8,52.1,Data Entry,2023-05-05
2656,34.4,48.6,Retail,2023-05-26
2657,51.6,72.8,Logistics,2023-05-12
2658,55.0,79.0,Data Entry,2023-05-10
2659,40.6,58.1,IT,2023-05-21
2660,38.8,50.4,Data Entry,2023-04-13
2661,37.6,59.8,Data Entry,2023-03-19
2662,31.0,51.0,Retail,2023-05-29
2663,62.2,77.0,Data Entry,2023-04-04
2664,55.7,70.9,Retail,2023-04-26
2665,30.7,43.7,Retail,2023-04-17
2666,53.3,69.3,IT,2023-04-11
2667,46.8,60.5,Logistics,2023-05-09
2668,60.7,73.2,Retail,2023-03-09
2669,36.3,60.7,IT,2023-04-15
2670,58.5,68.8,Data Entry,2023-03-04
2671,63.5,83.2,Logistics,2023-03-01
2672,40.9,59.9,Retail,2023-03-22
2673,51.9,63.2,Logistics,2023-05-18
2674,48.8,60.6,Retail,2023-04-08
2675,62.7,80.6,Retail,2023-05-10
2676,33.7,58.0,Logistics,2023-05-25
2677,38.7,60.7,Logistics,2023-04-24
2678,56.9,77.3,IT,2023-04-07
2679,51.5,75.6,Retail,2023-04-30
2680,57.8,81.2,IT,2023-05-06
2681,50.0,68.2,IT,2023-03-03
2682,31.7,54.1,Data Entry,2023-04-29
2683,52.8,73.1,Data Entry,2023-04-20
2684,48.7,72.7,Data Entry,2023-04-09
2685,32.8,53.2,Data Entry,2023-03-08
2686,33.0,49.6,IT,2023-03-05
2687,43.5,64.2,Retail,2023-05-28
2688,63.8,76.4,IT,2023-03-15
2689,40.6,58.2,Data Entry,2023-05-27
2690,30.5,41.4,IT,2023-03-15
2691,58.5,78.7,IT,2023-03-10
2692,30.5,44.3,Logistics,2023-03-09
2693,36.5,48.6,Retail,2023-03-20
2694,56.4,74.6,Logistics,2023-04-24
2695,56.9,75.4,Retail,2023-04-14
2696,51.7,69.6,IT,2023-04-17
2697,45.0,68.8,Data Entry,2023-03-21
2698,53.1,73.6,Data Entry,2023-04-23
2699,48.0,60.7,Logistics,2023-03-03
2700,31.1,51.3,Data Entry,2023-04-26
2701,42.2,59.7,IT,2023-04-28
2702,59.4,70.3,Data Entry,2023-03-15
2703,58.8,74.5,IT,2023-03-17
2704,49.2,62.6,Data Entry,2023-03-05
2705,42.3,56.2,Data Entry,2023-05-21
2706,36.1,47.5,IT,2023-03-02
2707,41.5,53.7,Logistics,2023-03-02
2708,33.6,44.1,Logistics,2023-04-14
2709,35.8,57.3,Logistics,2023-04-20
2710,44.1,59.5,Logistics,2023-04-14
2711,64.9,76.7,Data Entry,2023-03-04
2712,31.0,52.6,Logistics,2023-05-26
2713,48.0,62.9,Retail,2023-03-16
2714,64.3,80.3,Retail,2023-03-09
2715,59.3,84.2,Retail,2023-03-23
2716,39.1,54.8,Data Entry,2023-03-31
2717,36.9,51.9,Data Entry,2023-03-16
2718,47.1,60.2,Data Entry,2023-03-03
2719,55.0,67.4,Logistics,2023-03-14
2720,38.9,58.2,Logistics,2023-04-14
2721,53.0,71.9,Logistics,2023-05-23
2722,32.4,53.3,Retail,2023-03-13
2723,45.3,68.2,Logistics,2023-05-30
2724,32.7,51.8,Logistics,2023-03-03
2725,45.0,68.0,Data Entry,2023-05-06
2726,53.8,78.3,IT,2023-05-23
2727,35.5,51.8,Data Entry,2023-04-07
2728,38.6,60.9,Data Entry,2023-04-25
2729,31.1,47.1,Retail,2023-05-26
2730,57.2,80.2,Logistics,2023-05-05
2731,63.1,77.9,Logistics,2023-05-14
2732,59.8,71.9,Retail,2023-05-16
2733,64.7,79.9,Data Entry,2023-04-21
2734,64.1,76.8,Logistics,2023-04-23
2735,52.0,76.2,Data Entry,2023-04-21
2736,39.4,55.5,IT,2023-05-18
2737,58.3,77.8,Logistics,2023-03-13
2738,44.0,54.7,Data Entry,2023-04-08
2739,58.2,75.6,Retail,2023-03-13
2740,53.1,73.8,IT,2023-05-09
2741,52.7,64.1,Retail,2023-04-14
2742,47.5,68.1,Retail,2023-03-26
2743,36.6,53.7,Retail,2023-04-10
2744,42.0,59.4,Retail,2023-03-27
2745,30.2,54.8,Data Entry,2023-03-08
2746,37.3,59.5,Logistics,2023-04-22
2747,33.4,54.3,IT,2023-04-22
2748,39.8,61.7,Logistics,2023-03-30
2749,31.0,44.4,Logistics,2023-04-07
2750,53.2,69.3,IT,2023-05-24
2751,40.0,63.3,Logistics,2023-03-21
2752,30.2,45.6,Retail,2023-04-12
2753,46.3,69.5,Data Entry,2023-05-26
2754,37.1,56.5,Logistics,2023-04-07
2755,47.6,69.1,Logistics,2023-05-17
2756,49.9,65.3,Retail,2023-04-21
2757,56.4,70.1,Retail,2023-05-14
2758,59.3,69.4,IT,2023-04-13
2759,49.8,67.9,Data Entry,2023-03-24
2760,41.2,65.6,Logistics,2023-05-30
2761,41.3,53.5,Data Entry,2023-04-22
2762,58.7,83.4,Data Entry,2023-04-14
2763,39.4,51.5,Logistics,2023-04-05
2764,36.2,56.9,Logistics,2023-03-07
2765,62.6,74.2,Logistics,2023-03-19
2766,38.0,61.5,Retail,2023-05-28
2767,52.6,70.9,Retail,2023-05-28
2768,44.5,68.6,IT,2023-04-14
2769,62.1,73.3,IT,2023-05-05
2770,41.6,66.1,Data Entry,2023-04-09
2771,52.5,72.7,Data Entry,2023-03-14
2772,61.4,79.6,Retail,2023-04-02
2773,36.8,56.3,IT,2023-03-20
2774,49.0,65.5,Data Entry,2023-05-11
2775,62.7,81.4,Retail,2023-03-30
2776,48.1,65.9,Retail,2023-05-01
2777,55.9,78.2,Data Entry,2023-03-05
2778,51.8,62.4,Retail,2023-04-03
2779,40.9,52.6,Data Entry,2023-03-21
2780,62.5,79.6,Retail,2023-05-20
2781,54.4,69.6,Logistics,2023-03-03
2782,59.0,73.9,Retail,2023-04-09
2783,55.2,65.2,Data Entry,2023-04-09
2784,48.5,70.8,IT,2023-05-15
2785,48.5,72.7,Logistics,2023-05-25
2786,44.1,61.7,Logistics,2023-03-11
2787,47.6,65.1,Data Entry,2023-05-01
2788,62.5,83.0,Retail,2023-03-23
2789,53.8,75.9,Data Entry,2023-03-01
2790,30.5,49.8,Data Entry,2023-05-27
2791,36.4,47.4,Retail,2023-05-30
2792,58.8,76.0,IT,2023-05-22
2793,58.0,82.4,IT,2023-04-18
2794,46.5,60.6,Data Entry,2023-03-10
2795,56.4,72.4,Logistics,2023-04-10
2796,62.9,73.3,Logistics,2023-04-15
2797,34.0,49.9,Data Entry,2023-04-02
2798,54.1,77.3,Data Entry,2023-05-09
2799,63.1,73.8,IT,2023-05-15
2800,62.7,82.6,IT,2023-03-04
2801,41.6,52.8,Logistics,2023-05-10
2802,48.6,70.7,Logistics,2023-05-10
2803,38.0,59.6,Retail,2023-03-03
2804,42.5,66.5,Retail,2023-03-30
2805,31.1,51.2,Data Entry,2023-03-25
2806,39.9,54.5,Retail,2023-05-06
2807,50.6,64.1,Retail,2023-05-10
2808,34.5,58.6,Retail,2023-03-06
2809,30.5,45.4,Data Entry,2023-03-13
2810,63.8,80.2,IT,2023-05-18
2811,62.4,74.7,Logistics,2023-05-01
2812,43.2,55.8,Retail,2023-03-15
2813,48.3,62.4,Logistics,2023-03-13
2814,51.6,68.9,IT,2023-03-18
2815,47.7,59.3,Logistics,2023-05-23
2816,56.4,70.2,IT,2023-05-08
2817,49.4,65.2,Data Entry,2023-04-25
2818,58.2,71.7,IT,2023-05-04
2819,47.0,60.9,Data Entry,2023-03-24
2820,30.4,48.4,Data Entry,2023-04-20
2821,32.2,42.4,Logistics,2023-03-23
2822,46.2,62.5,Retail,2023-05-06
2823,41.7,56.1,Retail,2023-03-10
2824,54.0,64.4,Data Entry,2023-05-02
2825,60.9,84.2,Logistics,2023-05-05
2826,55.6,69.6,Logistics,2023-04-18
2827,40.9,52.2,Retail,2023-03-11
2828,31.5,52.9,Logistics,2023-05-15
2829,53.1,66.0,IT,2023-03-17
2830,30.2,48.7,Retail,2023-03-27
2831,50.9,69.7,Logistics,2023-04-26
2832,46.1,66.1,Data Entry,2023-03-09
2833,45.6,59.1,IT,2023-04-26
2834,62.0,75.4,Data Entry,2023-04-13
2835,45.9,64.5,Retail,2023-05-15
2836,60.7,82.2,IT,2023-04-18
2837,43.1,67.6,Data Entry,2023-04-12
2838,51.8,62.5,IT,2023-05-04
2839,48.9,59.8,Logistics,2023-05-01
2840,32.0,42.1,Retail,2023-05-10
2841,34.7,54.9,IT,2023-05-28
2842,39.4,55.3,Retail,2023-04-27
2843,55.0,67.3,Data Entry,2023-04-14
2844,56.1,73.0,Retail,2023-04-13
2845,48.7,72.1,Logistics,2023-05-17
2846,34.2,58.1,Data Entry,2023-03-15
2847,44.8,61.7,Logistics,2023-03-04
2848,32.6,56.9,Retail,2023-04-08
2849,61.1,75.0,Retail,2023-05-17
2850,61.0,82.2,IT,2023-05-25
2851,35.0,59.1,Logistics,2023-03-06
2852,56.9,76.3,Logistics,2023-04-03
2853,64.5,88.2,Data Entry,2023-03-04
2854,49.8,65.7,IT,2023-05-10
2855,42.8,60.4,Logistics,2023-05-20
2856,32.0,48.8,Data Entry,2023-03-16
2857,42.6,64.3,IT,2023-05-13
2858,30.8,51.5,Retail,2023-03-01
2859,59.4,73.3,Retail,2023-04-09
2860,60.1,82.0,Logistics,2023-03-03
2861,59.1,71.8,Data Entry,2023-04-07
2862,44.0,57.5,Logistics,2023-04-25
2863,62.1,73.4,Retail,2023-04-26
2864,62.4,77.5,Retail,2023-03-17
2865,35.1,45.8,Logistics,2023-03-18
2866,43.4,67.5,Data Entry,2023-03-07
2867,56.1,69.6,Logistics,2023-04-16
2868,45.2,55.6,IT,2023-04-19
2869,42.7,55.0,Data Entry,2023-05-07
2870,60.6,75.3,Logistics,2023-05-23
2871,63.6,86.2,Retail,2023-04-11
2872,61.4,71.6,Logistics,2023-04-30
2873,46.7,59.3,Logistics,2023-03-07
2874,34.6,58.7,IT,2023-04-29
2875,31.1,52.5,Retail,2023-05-19
2876,39.0,49.3,IT,2023-03-11
2877,61.9,82.6,Data Entry,2023-03-28
2878,61.1,81.7,IT,2023-05-28
2879,45.0,56.4,Logistics,2023-05-13
2880,50.7,70.2,Data Entry,2023-04-07
2881,33.5,54.1,IT,2023-03-03
2882,51.2,70.8,Retail,2023-05-12
2883,55.9,76.7,Retail,2023-05-05
2884,47.4,65.3,IT,2023-04-18
2885,31.6,48.7,Retail,2023-04-15
2886,51.7,72.9,IT,2023-04-22
2887,64.3,82.7,Data Entry,2023-04-19
2888,41.5,54.0,IT,2023-03-09
2889,44.0,56.7,Logistics,2023-03-14
2890,33.2,51.6,IT,2023-04-05
2891,32.8,55.4,Data Entry,2023-05-05
2892,31.1,54.0,Retail,2023-05-07
2893,43.2,55.2,Logistics,2023-04-11
2894,39.3,57.9,Retail,2023-03-15
2895,64.8,82.5,IT,2023-04-03
2896,33.3,51.8,Data Entry,2023-03-23
2897,61.8,84.2,Retail,2023-04-23
2898,51.6,75.2,Logistics,2023-04-02
2899,57.1,74.6,Retail,2023-04-12
2900,42.7,61.9,Logistics,2023-03-03
2901,60.1,82.8,Logistics,2023-05-16
2902,36.8,59.0,Logistics,2023-05-18
2903,49.7,66.7,Data Entry,2023-03-10
2904,43.2,54.1,Data Entry,2023-04-15
2905,44.9,59.0,Data Entry,2023-04-07
2906,43.9,60.6,Logistics,2023-05-07
2907,37.5,53.8,Logistics,2023-04-14
2908,39.3,59.4,Data Entry,2023-04-22
2909,35.9,58.3,Retail,2023-04-26
2910,62.5,77.0,IT,2023-04-16
2911,40.5,53.9,Retail,2023-03-27
2912,64.9,84.2,IT,2023-03-17
2913,42.7,63.9,IT,2023-03-11
2914,40.2,51.5,Logistics,2023-03-08
2915,52.6,76.4,IT,2023-03-21
2916,59.2,76.5,Data Entry,2023-04-09
2917,39.7,64.5,Retail,2023-05-09
2918,37.1,57.2,IT,2023-03-05
2919,58.2,72.7,IT,2023-04-02
2920,33.2,53.2,Data Entry,2023-04-25
2921,36.2,47.9,Retail,2023-04-23
2922,43.0,57.6,Data Entry,2023-04-19
2923,49.8,70.0,Data Entry,2023-04-16
2924,50.9,67.9,Logistics,2023-05-19
2925,50.8,66.2,Data Entry,2023-03-31
2926,62.8,84.4,Retail,2023-05-12
2927,45.5,69.5,Retail,2023-04-21
2928,30.4,43.5,IT,2023-05-14
2929,35.4,51.7,Logistics,2023-05-29
2930,50.5,64.3,Logistics,2023-04-04
2931,33.9,51.0,Data Entry,2023-05-24
2932,43.8,60.8,Data Entry,2023-04-24
2933,33.2,43.9,IT,2023-03-19
2934,39.3,54.7,Data Entry,2023-03-19
2935,30.8,42.8,IT,2023-04-22
2936,30.2,46.5,Logistics,2023-05-20
2937,35.5,51.9,Data Entry,2023-04-20
2938,50.8,66.7,Data Entry,2023-05-15
2939,31.8,44.4,Retail,2023-03-18
2940,53.2,73.1,Logistics,2023-05-15
2941,58.8,80.9,Data Entry,2023-05-27
2942,47.3,70.0,IT,2023-05-27
2943,32.1,49.7,Data Entry,2023-04-16
2944,55.2,67.3,IT,2023-03-24
2945,45.2,64.0,IT,2023-03-25
2946,57.2,75.2,Retail,2023-04-30
2947,47.9,61.8,IT,2023-05-11
2948,52.5,75.6,Retail,2023-04-01
2949,43.5,55.5,Logistics,2023-03-16
2950,63.2,84.2,Retail,2023-05-03
2951,64.4,88.7,Data Entry,2023-04-13
2952,60.7,83.1,Logistics,2023-03-30
2953,49.2,68.8,Retail,2023-04-24
2954,30.5,54.7,Logistics,2023-04-25
2955,52.0,66.7,Data Entry,2023-03-31
2956,60.1,70.8,Retail,2023-05-17
2957,62.9,85.4,Retail,2023-03-01
2958,58.7,75.1,Logistics,2023-05-19
2959,38.9,52.9,Logistics,2023-05-30
2960,40.1,60.2,Retail,2023-05-30
2961,44.8,60.8,IT,2023-04-22
2962,52.6,65.8,Retail,2023-03-03
2963,38.5,49.7,Retail,2023-05-08
2964,49.6,68.5,Logistics,2023-03-05
2965,38.6,58.0,IT,2023-05-22
2966,37.3,50.8,IT,2023-05-03
2967,50.6,61.5,Logistics,2023-04-26
2968,32.3,50.6,Retail,2023-05-16
2969,40.1,54.0,Logistics,2023-04-20
2970,64.9,79.1,Logistics,2023-05-16
2971,31.8,44.3,IT,2023-05-16
2972,57.7,79.6,Data Entry,2023-05-03
2973,35.4,52.7,Retail,2023-05-16
2974,54.2,73.1,Logistics,2023-05-27
2975,57.7,71.7,Logistics,2023-05-21
2976,52.1,68.8,Data Entry,2023-03-17
2977,61.5,73.2,Data Entry,2023-05-03
2978,40.6,63.4,IT,2023-05-28
2979,53.1,64.8,Retail,2023-05-19
2980,56.8,76.2,Logistics,2023-05-15
2981,39.1,58.8,Retail,2023-04-09
2982,33.9,47.7,Retail,2023-03-28
2983,31.6,47.3,IT,2023-04-27
2984,58.1,75.6,Data Entry,2023-03-05
2985,63.0,77.5,Logistics,2023-05-28
2986,41.0,61.8,IT,2023-05-17
2987,33.0,44.0,Logistics,2023-05-21
2988,47.0,61.3,Logistics,2023-03-19
2989,49.7,61.7,Logistics,2023-05-13
2990,40.4,58.9,Retail,2023-04-08
2991,50.5,71.7,Data Entry,2023-04-14
2992,52.7,74.5,Data Entry,2023-03-05
2993,42.4,65.8,Retail,2023-03-22
2994,64.3,76.4,Logistics,2023-04-05
2995,41.5,66.2,Retail,2023-04-27
2996,37.2,51.7,IT,2023-05-06
2997,37.1,55.1,Logistics,2023-03-27
2998,60.2,73.0,Logistics,2023-05-08
2999,54.8,73.5,IT,2023-03-14
3000,38.0,49.0,Logistics,2023-03-08
3001,36.6,56.6,Logistics,2023-03-25
3002,49.0,67.1,Retail,2023-04-22
3003,58.8,79.0,IT,2023-04-20
3004,37.9,54.9,Logistics,2023-04-05
3005,46.6,65.1,Data Entry,2023-03-22
3006,33.8,46.0,Data Entry,2023-04-27
3007,30.6,46.9,Data Entry,2023-03-06
3008,50.8,68.3,IT,2023-05-06
3009,37.5,55.8,Retail,2023-04-25
3010,51.5,65.0,Retail,2023-05-22
3011,31.8,46.0,Logistics,2023-03-27
3012,46.5,69.1,IT,2023-04-24
3013,52.5,64.9,Retail,2023-05-17
3014,33.5,54.4,IT,2023-05-28
3015,47.9,70.1,IT,2023-04-17
3016,52.6,67.7,Retail,2023-05-01
3017,57.5,78.0,Retail,2023-04-20
3018,45.2,68.7,Logistics,2023-05-12
3019,30.6,51.9,IT,2023-05-23
3020,37.3,48.9,Logistics,2023-03-30
3021,41.9,65.4,IT,2023-05-08
3022,51.1,71.2,Data Entry,2023-05-23
3023,45.8,68.3,Logistics,2023-04-30
3024,53.2,67.0,Logistics,2023-04-11
3025,62.6,82.8,IT,2023-05-27
3026,49.0,73.4,Logistics,2023-04-30
3027,45.1,59.7,Retail,2023-04-08
3028,31.0,41.3,IT,2023-04-16
3029,36.6,55.1,Data Entry,2023-04-01
3030,36.7,48.4,Retail,2023-04-27
3031,37.2,59.7,Retail,2023-04-24
3032,35.6,49.0,Logistics,2023-04-28
3033,62.6,84.9,IT,2023-05-02
3034,63.1,74.8,Data Entry,2023-05-25
3035,60.2,81.4,IT,2023-03-17
3036,56.1,74.8,Logistics,2023-04-27
3037,35.8,58.5,Retail,2023-03-23
3038,30.5,55.0,Data Entry,2023-04-12
3039,51.1,65.3,Logistics,2023-04-15
3040,59.3,79.2,IT,2023-05-04
3041,33.5,57.4,IT,2023-03-29
3042,43.3,59.9,Data Entry,2023-04-10
3043,49.0,60.6,Retail,2023-05-07
3044,50.6,67.3,Logistics,2023-03-10
3045,52.2,76.0,Logistics,2023-03-14
3046,62.1,87.1,Logistics,2023-03-29
3047,37.2,59.4,Data Entry,2023-03-14
3048,46.4,62.6,Logistics,2023-04-10
3049,43.6,59.3,Retail,2023-05-21
3050,58.3,71.0,IT,2023-03-23
3051,53.9,76.0,Logistics,2023-04-29
3052,42.8,59.3,IT,2023-03-13
3053,50.3,62.2,Logistics,2023-03-31
3054,40.2,53.1,Logistics,2023-05-13
3055,47.4,70.3,IT,2023-05-18
3056,64.7,88.7,Data Entry,2023-05-10
3057,59.2,81.9,Data Entry,2023-05-20
3058,46.7,71.5,IT,2023-05-21
3059,44.9,67.9,Data Entry,2023-04-03
3060,57.1,81.2,Data Entry,2023-04-15
3061,31.5,51.0,Logistics,2023-05-26
3062,33.0,52.2,Logistics,2023-03-03
3063,60.6,81.0,Retail,2023-03-01
3064,56.9,72.5,Data Entry,2023-04-06
3065,51.6,70.8,Retail,2023-03-20
3066,41.1,65.5,Data Entry,2023-05-01
3067,55.8,69.3,Logistics,2023-04-18
3068,50.1,67.8,Data Entry,2023-05-19
3069,61.9,78.2,IT,2023-03-07
3070,32.3,49.7,Logistics,2023-03-03
3071,45.3,61.6,Logistics,2023-04-22
3072,56.7,74.9,Retail,2023-05-19
3073,59.6,70.0,Data Entry,2023-03-31
3074,31.2,43.5,Retail,2023-04-08
3075,45.0,69.8,Logistics,2023-05-15
3076,54.8,70.3,Logistics,2023-05-01
3077,44.2,55.8,IT,2023-04-30
3078,31.7,54.5,Data Entry,2023-05-19
3079,36.0,53.6,Data Entry,2023-04-27
3080,58.4,74.5,Data Entry,2023-04-02
3081,37.5,50.3,Logistics,2023-05-09
3082,36.1,53.2,Logistics,2023-04-28
3083,58.0,75.2,IT,2023-05-14
3084,40.9,59.1,IT,2023-05-01
3085,31.1,41.6,Retail,2023-05-25
3086,38.4,55.9,Retail,2023-03-03
3087,45.4,67.3,Logistics,2023-03-21
3088,49.5,62.3,IT,2023-03-20
3089,53.9,67.0,Retail,2023-05-27
3090,46.1,58.3,Logistics,2023-05-21
3091,61.3,76.2,Data Entry,2023-03-18
3092,34.9,56.1,Logistics,2023-04-13
3093,51.8,71.4,Data Entry,2023-04-29
3094,57.3,74.4,Data Entry,2023-04-11
3095,64.5,86.4,Data Entry,2023-03-25
